segment_id,route,km_marker,rail_temperature_c,vibration_level,track_stress_nm,wear_index_min,track_age_years,traffic_load_trains_per_day,last_inspection_days_ago,defect_detected,infra_risk_score,risk_level
SEG-07811,HYB-MAS,69.6,33.3,6.11,17.0,123,18,59,140,0,43.2,Warning
SEG-07812,TVC-LTT,299.1,49.7,1.73,39.0,125,31,34,310,0,47.3,Warning
SEG-07813,MAS-NZM-2,68.0,49.7,2.9,32.0,128,35,134,256,0,48.6,Warning
SEG-07814,ERS-MAS,56.6,38.3,1.67,41.7,130,28,76,276,0,46.4,Warning
SEG-07815,MAS-NZM,72.3,50.1,4.42,24.6,132,26,130,146,0,44.6,Warning
SEG-07816,MAS-NZM-2,178.1,46.9,3.11,28.4,134,6,161,7,0,30.8,Warning
SEG-07817,MAS-SBC,43.5,39.7,2.12,35.9,137,34,159,246,0,47.7,Warning
SEG-07818,HYB-MAS,328.3,38.3,3.59,25.4,139,28,126,346,0,49.2,Warning
SEG-07819,MAS-SBC,338.2,51.2,5.67,16.6,144,9,136,204,0,41.8,Warning
SEG-07820,MAS-CBE,340.8,45.9,1.17,46.2,146,29,54,240,0,47.1,Warning
SEG-07821,HYB-MAS,13.7,39.2,3.13,29.2,148,34,172,94,0,45.1,Warning
SEG-07822,ERS-MAS,331.2,44.6,3.69,24.4,151,12,97,310,0,43.1,Warning
SEG-07823,MAS-NZM-2,349.1,43.2,1.43,41.8,153,16,21,8,0,35.7,Warning
SEG-07824,ERS-MAS,329.9,42.3,1.84,53.2,158,7,37,170,0,42.3,Warning
SEG-07825,MAS-CBE,234.8,44.6,2.14,38.1,160,31,54,119,0,45.7,Warning
SEG-07826,TVC-LTT,245.4,42.5,2.39,35.5,162,33,28,246,0,50.0,Warning
SEG-07827,ERS-MAS,42.8,44.7,0.77,64.2,165,7,158,128,0,42.2,Warning
SEG-07828,ERS-MAS,306.0,49.8,1.65,44.3,167,3,86,222,0,39.3,Warning
SEG-07829,TVC-LTT,20.9,51.5,2.29,35.7,170,20,88,63,0,40.5,Warning
SEG-07830,HYB-MAS,111.2,45.8,2.89,28.3,173,5,124,117,0,35.8,Warning
SEG-07831,TVC-LTT,346.9,50.3,1.9,35.8,175,3,57,109,0,34.6,Warning
SEG-07832,MAS-NZM-2,147.8,49.0,2.12,42.6,180,38,89,234,0,54.6,Warning
SEG-07833,ERS-MAS,45.9,37.8,1.84,37.0,183,15,100,205,0,42.6,Warning
SEG-07834,TVC-LTT,339.3,50.5,2.54,38.7,185,35,85,88,0,49.8,Warning
SEG-07835,MAS-CBE,344.4,33.3,1.83,45.6,187,23,60,325,0,52.2,Warning
SEG-07836,MAS-CBE,65.5,38.5,2.22,34.7,189,33,43,240,0,51.2,Warning
SEG-07837,ERS-MAS,302.7,44.7,2.54,35.0,191,2,197,198,0,39.6,Warning
SEG-07838,MAS-NZM-2,136.6,42.6,3.01,31.0,193,36,24,4,0,47.2,Warning
SEG-07839,MAS-SBC,133.5,42.9,1.19,49.2,195,21,40,106,0,45.4,Warning
SEG-07840,MAS-NZM-2,91.9,48.0,1.2,47.4,197,14,25,107,0,42.3,Warning
SEG-07841,MAS-NZM,15.6,35.9,2.55,31.0,199,14,151,252,0,44.9,Warning
SEG-07842,MAS-NZM,93.8,51.6,1.76,47.2,201,11,28,186,0,45.3,Warning
SEG-07843,MAS-NZM,18.8,40.7,2.86,31.1,203,4,88,226,0,41.7,Warning
SEG-07844,ERS-MAS,323.5,50.9,1.35,48.5,205,30,87,21,0,47.4,Warning
SEG-07845,MAS-CBE,231.6,39.6,1.95,42.6,208,36,145,154,0,53.3,Warning
SEG-07846,HYB-MAS,310.3,44.1,3.67,23.2,210,20,156,224,0,47.9,Warning
SEG-07847,MAS-CBE,251.1,41.1,2.56,35.0,212,16,165,86,0,43.5,Warning
SEG-07848,HYB-MAS,46.0,45.6,0.9,50.9,215,34,78,41,0,49.7,Warning
SEG-07849,HYB-MAS,329.2,35.7,2.21,37.7,217,8,190,334,0,47.6,Warning
SEG-07850,MAS-CBE,315.0,40.2,1.2,47.9,222,20,99,172,1,73.5,High
SEG-07851,ERS-MAS,121.8,33.5,1.62,36.8,0,21,48,160,0,28.5,Safe
SEG-07852,MAS-NZM-2,39.0,44.2,1.19,47.2,3,30,195,160,0,34.3,Warning
SEG-07853,HYB-MAS,246.5,51.4,2.02,37.5,5,36,70,51,0,32.9,Warning
SEG-07854,MAS-SBC,254.9,33.1,0.87,56.5,7,5,189,118,0,26.4,Safe
SEG-07855,MAS-CBE,313.9,45.3,2.23,37.2,9,21,55,280,0,34.4,Warning
SEG-07856,MAS-CBE,18.4,47.7,2.47,32.1,11,38,95,172,0,37.0,Warning
SEG-07857,MAS-NZM,49.6,36.5,1.54,42.2,14,23,124,332,0,36.6,Warning
SEG-07858,MAS-NZM-2,209.4,37.8,1.54,43.1,16,19,64,84,0,28.8,Safe
SEG-07859,MAS-NZM,216.7,36.4,1.06,51.7,18,10,120,293,0,32.8,Warning
SEG-07860,MAS-CBE,11.8,38.3,1.18,44.8,20,27,182,340,0,38.6,Warning
SEG-07861,MAS-CBE,138.9,34.6,1.44,44.6,23,35,123,66,0,35.1,Warning
SEG-07862,HYB-MAS,204.5,39.8,1.92,42.9,25,13,25,270,0,33.4,Warning
SEG-07863,MAS-NZM-2,258.3,39.7,1.25,54.1,27,9,184,344,0,36.0,Warning
SEG-07864,TVC-LTT,110.7,48.5,2.0,44.5,30,17,55,271,0,36.1,Warning
SEG-07865,MAS-SBC,169.4,48.4,0.94,59.5,33,31,163,61,0,37.9,Warning
SEG-07866,HYB-MAS,284.9,48.3,1.25,50.5,35,24,41,177,0,36.4,Warning
SEG-07867,MAS-CBE,333.9,43.7,1.53,49.4,37,19,88,354,0,40.0,Warning
SEG-07868,HYB-MAS,80.6,38.9,1.71,38.1,39,30,88,117,0,34.4,Warning
SEG-07869,MAS-SBC,88.6,40.5,1.57,46.7,41,5,82,136,0,28.3,Safe
SEG-07870,MAS-CBE,328.9,38.7,3.56,27.7,46,8,94,259,0,32.6,Warning
SEG-07871,MAS-SBC,138.6,44.1,0.73,52.3,49,37,126,256,0,43.6,Warning
SEG-07872,TVC-LTT,251.4,51.2,0.81,54.7,52,36,38,331,0,46.6,Warning
SEG-07873,HYB-MAS,214.3,38.1,2.12,37.2,54,25,121,271,0,38.9,Warning
SEG-07874,ERS-MAS,100.0,41.7,1.76,38.6,56,5,145,32,0,24.4,Safe
SEG-07875,HYB-MAS,228.7,45.7,2.21,37.9,58,33,146,254,0,42.3,Warning
SEG-07876,MAS-NZM,229.4,49.4,4.25,24.0,60,22,165,267,0,40.0,Warning
SEG-07877,MAS-NZM-2,207.4,37.6,0.97,49.0,62,25,133,282,0,40.4,Warning
SEG-07878,MAS-NZM-2,34.9,38.2,1.47,53.8,67,29,92,7,0,37.9,Warning
SEG-07879,MAS-NZM,348.3,50.3,1.46,49.0,69,30,133,348,0,46.1,Warning
SEG-07880,MAS-CBE,140.1,34.3,2.14,40.3,71,30,164,39,0,36.9,Warning
SEG-07881,MAS-NZM-2,223.4,44.7,1.68,47.2,74,31,60,4,0,37.5,Warning
SEG-07882,MAS-SBC,310.0,49.9,1.89,39.1,79,34,180,30,0,37.6,Warning
SEG-07883,MAS-NZM-2,148.2,51.0,2.92,27.3,81,28,101,166,0,38.3,Warning
SEG-07884,MAS-NZM-2,270.9,32.8,1.62,45.4,86,10,171,307,0,38.1,Warning
SEG-07885,MAS-NZM,340.1,40.0,1.73,59.1,91,4,96,36,1,58.9,High
SEG-07886,MAS-CBE,125.6,37.7,2.46,36.3,93,33,187,351,0,47.9,Warning
SEG-07887,TVC-LTT,141.8,43.8,5.86,18.5,95,17,47,211,0,42.3,Warning
SEG-07888,MAS-NZM-2,317.0,45.2,2.46,37.9,98,11,129,113,0,34.1,Warning
SEG-07889,ERS-MAS,55.9,52.5,2.38,33.2,100,7,186,117,0,31.0,Warning
SEG-07890,MAS-NZM-2,10.0,42.8,1.18,61.7,102,17,40,316,0,46.5,Warning
SEG-07891,TVC-LTT,318.1,43.7,3.49,25.6,105,28,184,51,0,38.2,Warning
SEG-07892,MAS-NZM,287.6,40.9,2.03,39.2,107,17,149,15,0,33.5,Warning
SEG-07893,TVC-LTT,340.4,35.7,2.25,40.6,109,10,25,201,0,37.3,Warning
SEG-07894,MAS-NZM,20.4,38.8,1.44,43.8,112,26,71,347,0,46.2,Warning
SEG-07895,MAS-SBC,54.7,37.6,2.44,35.6,114,6,24,124,0,32.9,Warning
SEG-07896,MAS-NZM,36.9,48.7,1.48,50.0,117,17,194,340,0,45.2,Warning
SEG-07897,MAS-SBC,239.2,43.6,1.21,53.6,119,16,62,156,0,40.4,Warning
SEG-07898,MAS-SBC,212.1,38.6,1.55,50.7,121,39,115,208,0,50.6,Warning
SEG-07899,MAS-NZM,125.8,42.4,1.48,47.3,123,26,120,242,0,45.5,Warning
SEG-07900,ERS-MAS,20.1,37.1,1.14,52.5,125,4,133,164,0,36.0,Warning
SEG-07901,HYB-MAS,223.9,36.4,3.82,23.8,127,20,59,260,0,43.0,Warning
SEG-07902,MAS-NZM,199.5,49.8,1.15,44.5,129,11,158,277,0,39.3,Warning
SEG-07903,MAS-NZM-2,39.5,51.4,1.53,47.2,131,23,161,347,0,48.0,Warning
SEG-07904,ERS-MAS,318.1,34.3,1.55,44.8,134,33,21,193,0,47.0,Warning
SEG-07905,ERS-MAS,69.6,47.9,3.74,25.1,136,31,186,325,0,49.8,Warning
SEG-07906,MAS-NZM-2,260.2,41.7,1.73,43.7,139,7,82,238,0,39.0,Warning
SEG-07907,HYB-MAS,309.8,40.5,1.19,51.0,142,22,138,50,0,40.6,Warning
SEG-07908,ERS-MAS,202.8,46.4,4.02,26.3,144,5,165,213,0,38.9,Warning
SEG-07909,MAS-SBC,86.4,37.9,3.18,26.8,146,37,113,266,0,50.1,Warning
SEG-07910,HYB-MAS,108.2,33.0,2.46,38.5,148,1,98,90,0,33.8,Warning
SEG-07911,MAS-CBE,310.0,36.9,2.89,25.7,150,6,148,144,0,34.2,Warning
SEG-07912,MAS-NZM-2,104.4,36.2,2.0,36.9,153,4,164,166,0,35.5,Warning
SEG-07913,HYB-MAS,261.2,33.2,1.92,44.0,155,30,73,67,0,44.9,Warning
SEG-07914,MAS-NZM,346.6,39.0,1.32,41.9,157,30,141,20,0,41.3,Warning
SEG-07915,HYB-MAS,349.9,42.0,1.87,43.1,159,17,143,111,0,41.1,Warning
SEG-07916,MAS-SBC,186.7,47.4,2.09,35.1,164,24,186,69,0,40.9,Warning
SEG-07917,MAS-NZM,289.3,39.2,2.0,37.1,169,31,195,25,0,43.1,Warning
SEG-07918,TVC-LTT,346.6,36.6,1.78,42.4,171,28,85,345,0,52.1,Warning
SEG-07919,MAS-NZM-2,131.1,37.3,1.96,41.3,173,4,162,310,0,42.4,Warning
SEG-07920,MAS-NZM-2,88.3,50.5,1.91,40.0,175,39,41,12,0,46.9,Warning
SEG-07921,HYB-MAS,40.0,36.7,1.25,49.3,177,19,39,65,0,42.3,Warning
SEG-07922,ERS-MAS,49.3,50.1,1.46,47.7,179,24,112,182,0,47.6,Warning
SEG-07923,MAS-NZM,298.7,41.5,1.71,39.7,181,7,190,234,0,40.8,Warning
SEG-07924,TVC-LTT,206.1,51.3,1.64,45.0,183,9,171,323,0,45.8,Warning
SEG-07925,MAS-NZM,305.8,40.7,1.29,46.5,186,22,62,133,0,45.1,Warning
SEG-07926,MAS-NZM-2,276.3,36.1,3.08,28.2,191,2,40,186,0,38.6,Warning
SEG-07927,MAS-NZM,235.8,43.5,0.97,57.1,194,27,67,79,1,73.8,High
SEG-07928,TVC-LTT,213.3,44.3,1.79,42.0,196,16,85,132,0,43.6,Warning
SEG-07929,ERS-MAS,16.9,45.2,1.92,43.6,198,5,134,275,0,44.5,Warning
SEG-07930,HYB-MAS,305.3,40.7,2.92,29.2,200,12,35,337,0,47.0,Warning
SEG-07931,MAS-SBC,146.2,33.4,1.67,48.0,203,26,187,311,0,54.5,Warning
SEG-07932,MAS-NZM,195.9,45.1,1.93,38.4,205,15,40,317,0,48.2,Warning
SEG-07933,MAS-SBC,7.7,51.2,1.8,41.9,207,3,199,200,0,41.5,Warning
SEG-07934,MAS-NZM-2,327.6,51.8,4.42,21.8,209,9,120,101,0,42.1,Warning
SEG-07935,HYB-MAS,316.0,44.6,2.64,28.3,211,28,27,152,0,47.7,Warning
SEG-07936,MAS-CBE,190.1,33.0,1.09,44.3,214,39,129,216,0,54.6,Warning
SEG-07937,HYB-MAS,202.1,34.8,1.87,46.4,217,36,105,147,0,54.9,Warning
SEG-07938,MAS-NZM,246.8,49.3,2.39,31.4,219,25,77,280,0,51.0,Warning
SEG-07939,ERS-MAS,92.6,49.2,2.99,31.3,221,28,24,310,0,54.9,Warning
SEG-07940,HYB-MAS,77.7,51.6,1.45,43.4,223,21,189,233,0,49.8,Warning
SEG-07941,MAS-NZM,235.9,43.8,2.12,40.0,0,29,130,149,0,33.7,Warning
SEG-07942,MAS-NZM,36.5,49.8,1.93,38.9,3,25,128,337,0,36.7,Warning
SEG-07943,MAS-SBC,158.9,49.1,1.54,45.8,6,30,49,275,0,38.3,Warning
SEG-07944,HYB-MAS,172.5,44.4,3.41,29.0,8,39,114,181,0,39.1,Warning
SEG-07945,MAS-NZM,133.5,48.3,1.43,49.0,10,11,28,151,0,28.9,Safe
SEG-07946,MAS-SBC,64.8,35.2,2.83,32.2,12,19,114,293,0,34.3,Warning
SEG-07947,TVC-LTT,124.4,45.4,2.03,35.6,14,11,114,284,0,30.0,Safe
SEG-07948,MAS-CBE,118.1,51.7,1.5,45.5,16,25,60,204,0,35.0,Warning
SEG-07949,MAS-SBC,174.7,35.9,1.81,39.4,18,1,70,80,0,21.6,Safe
SEG-07950,MAS-SBC,236.1,47.4,2.33,36.4,20,32,80,327,0,40.7,Warning
SEG-07951,MAS-NZM,338.9,39.1,2.33,36.0,23,21,25,149,0,31.8,Warning
SEG-07952,MAS-NZM-2,50.5,49.1,3.93,24.5,25,13,138,277,0,33.3,Warning
SEG-07953,MAS-NZM-2,305.6,46.7,1.82,40.9,28,34,45,35,0,34.1,Warning
SEG-07954,ERS-MAS,99.5,51.4,1.62,36.8,31,17,25,216,0,30.9,Warning
SEG-07955,MAS-NZM-2,207.0,47.1,1.66,41.9,33,19,72,1,0,27.8,Safe
SEG-07956,MAS-SBC,191.4,41.0,0.83,56.1,35,10,80,206,0,32.6,Warning
SEG-07957,ERS-MAS,194.9,33.0,2.01,38.0,38,9,180,92,0,26.7,Safe
SEG-07958,MAS-NZM,253.2,48.6,5.66,16.5,43,11,192,91,0,31.4,Warning
SEG-07959,HYB-MAS,133.6,41.0,1.22,49.9,48,38,113,70,0,39.5,Warning
SEG-07960,MAS-CBE,111.7,46.3,2.43,32.3,50,31,59,132,0,36.3,Warning
SEG-07961,MAS-CBE,298.5,35.1,1.88,42.6,52,2,43,257,0,30.9,Warning
SEG-07962,MAS-SBC,77.0,50.7,0.56,59.0,57,24,111,355,0,43.9,Warning
SEG-07963,MAS-SBC,63.1,41.6,1.19,47.0,59,5,64,92,0,27.5,Safe
SEG-07964,ERS-MAS,5.5,51.2,1.99,39.9,61,30,57,82,0,36.7,Warning
SEG-07965,MAS-NZM,73.7,46.9,1.48,40.2,63,39,176,308,0,45.0,Warning
SEG-07966,TVC-LTT,181.5,35.4,1.72,35.3,65,35,127,99,0,37.0,Warning
SEG-07967,MAS-SBC,188.5,44.4,2.53,35.9,67,17,155,53,0,31.7,Warning
SEG-07968,TVC-LTT,89.0,51.0,2.68,32.6,69,31,83,341,0,44.4,Warning
SEG-07969,TVC-LTT,25.3,48.7,3.74,23.2,72,2,106,80,0,26.5,Safe
SEG-07970,MAS-NZM-2,260.6,41.1,3.16,28.8,74,16,126,312,0,38.5,Warning
SEG-07971,MAS-NZM,265.3,51.9,0.75,48.6,76,21,70,359,0,41.4,Warning
SEG-07972,MAS-CBE,349.2,38.2,1.38,46.1,79,30,25,343,0,45.6,Warning
SEG-07973,MAS-CBE,315.0,40.5,1.33,54.9,81,1,194,246,0,35.1,Warning
SEG-07974,TVC-LTT,324.1,47.9,2.99,29.7,83,14,196,289,0,37.6,Warning
SEG-07975,MAS-CBE,279.4,37.7,2.1,38.4,85,16,104,279,0,38.5,Warning
SEG-07976,MAS-NZM,215.4,43.4,2.21,38.3,87,9,179,262,0,35.9,Warning
SEG-07977,MAS-NZM-2,45.0,47.6,1.32,47.8,90,8,55,341,0,38.5,Warning
SEG-07978,MAS-NZM,217.8,45.9,1.22,59.0,95,9,108,261,0,40.7,Warning
SEG-07979,MAS-SBC,19.6,36.2,1.82,53.5,97,34,118,333,0,52.1,Warning
SEG-07980,TVC-LTT,309.9,45.6,1.51,36.6,99,33,166,232,0,42.4,Warning
SEG-07981,MAS-NZM,168.6,44.5,1.96,39.6,102,22,56,248,0,41.3,Warning
SEG-07982,MAS-CBE,244.1,44.0,1.61,36.4,105,30,36,255,0,42.6,Warning
SEG-07983,HYB-MAS,18.3,49.4,1.86,42.6,107,7,35,83,0,32.3,Warning
SEG-07984,MAS-NZM,187.0,36.5,2.52,33.0,109,18,191,265,0,40.2,Warning
SEG-07985,TVC-LTT,105.4,47.9,2.22,34.9,111,21,68,3,0,34.1,Warning
SEG-07986,MAS-NZM-2,99.7,48.1,2.17,34.1,113,5,113,223,0,33.8,Warning
SEG-07987,MAS-CBE,136.4,47.4,2.44,34.5,115,7,70,250,0,36.4,Warning
SEG-07988,MAS-NZM-2,0.2,43.0,1.87,40.3,117,12,24,192,0,37.2,Warning
SEG-07989,TVC-LTT,163.3,40.9,1.85,34.9,122,17,116,46,0,33.5,Warning
SEG-07990,MAS-CBE,170.3,40.8,1.53,37.9,124,24,193,295,0,43.2,Warning
SEG-07991,MAS-SBC,302.1,47.6,3.73,25.1,126,37,92,269,0,49.7,Warning
SEG-07992,MAS-CBE,157.0,42.9,2.13,39.0,129,19,164,41,0,36.9,Warning
SEG-07993,MAS-SBC,127.2,39.7,3.98,25.9,131,16,159,139,0,39.7,Warning
SEG-07994,MAS-NZM-2,348.2,45.5,2.49,31.9,134,25,171,41,0,38.2,Warning
SEG-07995,MAS-NZM-2,199.9,49.6,1.49,43.5,136,27,75,331,0,48.0,Warning
SEG-07996,TVC-LTT,165.4,34.1,3.54,28.8,138,7,141,175,0,37.5,Warning
SEG-07997,MAS-SBC,173.6,52.3,1.93,41.5,140,8,145,291,0,40.8,Warning
SEG-07998,MAS-NZM-2,283.2,34.8,8.98,9.7,143,15,98,323,1,79.7,Critical
SEG-07999,MAS-SBC,119.2,43.0,1.11,51.7,146,16,35,280,0,45.0,Warning
SEG-08000,MAS-NZM-2,136.2,44.0,2.61,31.0,148,8,145,94,0,34.4,Warning
SEG-08001,MAS-CBE,264.6,35.4,1.6,53.3,151,36,106,352,0,56.9,High
SEG-08002,MAS-NZM,25.5,51.0,1.2,50.2,154,32,41,340,0,53.0,Warning
SEG-08003,HYB-MAS,302.8,42.2,3.98,23.0,156,17,129,205,0,42.9,Warning
SEG-08004,MAS-CBE,150.6,35.5,0.62,67.3,159,36,191,56,0,51.3,Warning
SEG-08005,ERS-MAS,203.5,47.0,2.12,44.0,162,22,114,231,0,47.6,Warning
SEG-08006,MAS-NZM,265.1,45.9,1.8,37.3,164,32,62,260,0,49.0,Warning
SEG-08007,ERS-MAS,93.1,52.0,1.71,46.0,166,11,98,220,0,42.9,Warning
SEG-08008,MAS-NZM-2,311.6,41.7,2.89,28.4,168,6,40,168,0,37.3,Warning
SEG-08009,HYB-MAS,342.7,38.0,1.43,41.1,171,22,142,171,0,43.6,Warning
SEG-08010,HYB-MAS,173.0,33.9,5.59,17.8,173,14,27,314,0,49.1,Warning
SEG-08011,MAS-NZM-2,327.9,47.3,0.9,61.1,178,28,68,318,0,55.7,High
SEG-08012,MAS-NZM-2,0.4,45.0,1.51,43.3,180,39,144,137,0,50.7,Warning
SEG-08013,MAS-SBC,313.0,52.2,1.2,56.1,182,12,125,278,0,48.1,Warning
SEG-08014,MAS-NZM-2,108.9,47.0,1.36,50.7,185,27,153,260,0,52.1,Warning
SEG-08015,TVC-LTT,109.0,51.4,1.93,44.2,188,1,100,291,0,42.9,Warning
SEG-08016,MAS-NZM-2,79.8,52.7,2.27,37.5,190,10,123,289,0,45.1,Warning
SEG-08017,TVC-LTT,111.0,41.3,1.62,41.4,193,33,128,135,0,49.1,Warning
SEG-08018,MAS-NZM-2,74.7,35.9,2.04,39.3,196,16,194,105,0,42.7,Warning
SEG-08019,MAS-SBC,317.1,36.8,4.2,23.5,198,39,183,227,0,55.9,High
SEG-08020,TVC-LTT,314.7,39.2,2.95,30.7,200,6,144,190,0,41.4,Warning
SEG-08021,MAS-NZM,35.8,42.9,3.21,27.9,202,25,111,195,0,48.6,Warning
SEG-08022,TVC-LTT,50.0,35.3,1.93,34.6,207,20,140,64,0,42.0,Warning
SEG-08023,MAS-CBE,301.7,38.8,1.59,43.8,210,36,130,171,0,53.3,Warning
SEG-08024,MAS-SBC,139.6,38.9,1.33,42.7,212,23,42,18,0,43.2,Warning
SEG-08025,ERS-MAS,59.2,32.8,1.89,38.7,217,16,178,259,0,47.9,Warning
SEG-08026,TVC-LTT,178.7,39.7,1.48,50.7,219,1,129,315,0,46.9,Warning
SEG-08027,MAS-CBE,145.8,34.9,1.34,50.2,222,30,94,190,1,79.0,Critical
SEG-08028,MAS-CBE,76.7,41.0,1.5,44.9,224,27,81,295,0,54.5,Warning
SEG-08029,MAS-CBE,252.3,36.4,1.94,44.8,226,2,115,320,0,47.3,Warning
SEG-08030,MAS-NZM-2,221.0,48.9,2.68,35.3,0,21,76,253,0,33.7,Warning
SEG-08031,MAS-CBE,34.9,34.1,1.87,42.2,3,9,121,81,0,24.6,Safe
SEG-08032,MAS-NZM-2,323.9,49.9,2.22,32.4,5,24,89,60,0,27.5,Safe
SEG-08033,ERS-MAS,195.5,44.3,1.44,46.5,7,39,84,105,0,37.0,Warning
SEG-08034,MAS-SBC,87.6,41.7,1.85,38.8,9,7,56,261,0,28.1,Safe
SEG-08035,HYB-MAS,72.2,43.5,2.31,36.8,11,30,87,255,0,37.4,Warning
SEG-08036,MAS-NZM-2,47.6,40.1,4.32,19.7,13,2,94,46,0,21.5,Safe
SEG-08037,MAS-CBE,148.6,35.1,1.7,46.1,15,12,36,132,0,28.9,Safe
SEG-08038,MAS-CBE,47.4,47.9,2.53,34.1,17,13,154,14,0,24.6,Safe
SEG-08039,MAS-NZM,145.5,51.1,1.85,47.3,19,3,71,267,0,30.4,Warning
SEG-08040,MAS-CBE,52.1,51.7,2.28,31.8,21,18,182,22,0,25.5,Safe
SEG-08041,MAS-SBC,229.9,46.1,1.92,39.3,23,39,149,106,0,37.3,Warning
SEG-08042,TVC-LTT,274.8,40.9,1.53,48.5,25,6,187,5,0,24.3,Safe
SEG-08043,TVC-LTT,192.3,42.2,1.85,45.1,30,27,56,181,0,37.2,Warning
SEG-08044,MAS-CBE,238.0,45.7,1.85,35.8,32,15,76,149,0,28.8,Safe
SEG-08045,MAS-NZM,328.4,49.0,1.59,38.1,34,15,120,335,0,34.0,Warning
SEG-08046,MAS-NZM-2,223.4,40.0,1.15,55.1,36,19,29,280,0,38.7,Warning
SEG-08047,MAS-SBC,127.5,50.8,1.76,41.4,39,38,100,13,0,35.9,Warning
SEG-08048,MAS-NZM,157.3,38.9,1.72,38.2,41,20,193,352,0,37.4,Warning
SEG-08049,MAS-NZM-2,301.2,43.1,1.43,41.3,43,20,109,26,0,28.8,Safe
SEG-08050,MAS-SBC,45.8,51.7,2.54,30.5,45,18,152,40,0,28.2,Safe
SEG-08051,MAS-CBE,114.0,51.3,1.36,51.1,50,34,152,282,0,44.8,Warning
SEG-08052,TVC-LTT,202.0,46.4,2.82,27.2,52,39,139,286,0,43.1,Warning
SEG-08053,MAS-SBC,236.7,38.8,1.37,45.7,54,37,121,64,0,38.4,Warning
SEG-08054,MAS-CBE,267.2,36.7,4.19,21.7,56,35,46,111,0,39.3,Warning
SEG-08055,ERS-MAS,111.4,33.9,1.38,47.9,58,38,24,329,0,47.1,Warning
SEG-08056,HYB-MAS,51.1,46.2,1.91,41.1,60,38,80,88,0,39.9,Warning
SEG-08057,MAS-SBC,334.2,42.0,1.93,43.4,65,1,155,124,0,28.3,Safe
SEG-08058,HYB-MAS,26.7,43.5,2.22,37.2,67,12,178,146,0,31.9,Warning
SEG-08059,MAS-SBC,33.5,41.6,2.02,44.9,69,5,116,214,0,33.4,Warning
SEG-08060,HYB-MAS,173.2,41.7,2.17,37.7,71,27,168,128,0,37.4,Warning
SEG-08061,ERS-MAS,286.7,43.5,1.5,44.3,73,39,40,294,0,46.9,Warning
SEG-08062,TVC-LTT,271.1,50.3,1.73,41.4,78,20,70,149,0,35.9,Warning
SEG-08063,MAS-NZM-2,328.2,32.7,1.11,54.1,81,19,98,327,0,43.1,Warning
SEG-08064,HYB-MAS,49.6,48.2,2.23,36.4,84,38,78,140,0,42.6,Warning
SEG-08065,ERS-MAS,131.5,40.2,2.49,34.8,87,15,21,292,0,38.6,Warning
SEG-08066,HYB-MAS,98.7,47.2,2.92,26.3,89,6,177,122,0,29.1,Safe
SEG-08067,TVC-LTT,301.3,51.2,4.07,21.3,92,9,77,11,0,29.2,Safe
SEG-08068,HYB-MAS,170.9,38.6,1.87,39.8,94,36,39,283,0,46.7,Warning
SEG-08069,ERS-MAS,9.4,34.1,2.96,35.2,97,23,187,252,0,42.9,Warning
SEG-08070,MAS-CBE,247.8,37.0,4.12,22.1,100,10,176,194,0,35.6,Warning
SEG-08071,ERS-MAS,136.0,36.8,4.07,23.0,103,1,152,330,0,36.4,Warning
SEG-08072,MAS-NZM,185.9,47.2,2.78,29.5,106,11,108,195,0,35.0,Warning
SEG-08073,TVC-LTT,312.8,33.6,1.2,43.2,108,20,157,81,0,35.4,Warning
SEG-08074,MAS-CBE,89.9,33.4,2.27,36.7,113,28,124,107,0,40.5,Warning
SEG-08075,MAS-NZM,84.1,46.1,2.69,34.9,115,22,131,321,0,44.9,Warning
SEG-08076,TVC-LTT,92.1,43.4,1.15,43.0,117,20,148,206,0,39.3,Warning
SEG-08077,MAS-CBE,118.3,40.5,1.12,48.0,119,38,194,209,0,47.9,Warning
SEG-08078,HYB-MAS,37.6,43.7,2.21,39.7,121,16,117,127,0,38.0,Warning
SEG-08079,MAS-CBE,244.0,46.9,2.35,31.2,123,2,33,34,0,27.9,Safe
SEG-08080,ERS-MAS,72.6,34.1,2.1,36.1,125,25,172,64,0,38.4,Warning
SEG-08081,MAS-NZM,324.2,43.1,1.54,43.6,127,27,40,17,0,38.9,Warning
SEG-08082,HYB-MAS,75.5,48.5,1.09,53.5,132,3,35,249,0,38.7,Warning
SEG-08083,ERS-MAS,89.5,39.2,1.48,46.2,134,23,179,105,0,41.1,Warning
SEG-08084,TVC-LTT,104.0,47.2,1.57,42.2,139,32,192,345,0,50.3,Warning
SEG-08085,MAS-CBE,269.0,49.0,1.83,44.4,141,17,83,108,0,39.9,Warning
SEG-08086,ERS-MAS,149.7,48.5,0.95,49.8,143,20,103,222,0,43.5,Warning
SEG-08087,HYB-MAS,286.8,45.1,1.72,37.5,145,30,92,176,0,44.3,Warning
SEG-08088,MAS-NZM,274.7,46.3,1.62,40.6,147,28,79,228,0,45.9,Warning
SEG-08089,MAS-NZM,325.3,47.7,1.09,45.7,149,23,117,190,0,43.3,Warning
SEG-08090,MAS-CBE,264.8,46.6,2.96,30.3,151,19,166,213,0,42.9,Warning
SEG-08091,ERS-MAS,18.2,41.0,4.32,23.0,153,25,66,221,0,47.1,Warning
SEG-08092,HYB-MAS,293.0,35.2,1.2,56.9,155,24,177,324,0,52.0,Warning
